Fp1,0,0,87,535222980065
Fp2,0,0,87,535222980065
F4,0,0,87,535222980065
Fz,0,0,87,535222980065
F3,0,0,87,535222980065
T7 (T3),0,0,87,535222980065
C3,0,0,87,535222980065
Cz,0,0,87,535222980065
C4,0,0,87,535222980065
T8 (T4),0,0,87,535222980065
P4,0,0,87,535222980065
Pz,0,0,87,535222980065
P3,0,0,87,535222980065
O1,0,0,87,535222980065
Oz,0,0,87,535222980065
O2,0,0,87,535222980065
